Profile_URL,scholar_id,name,affiliation,total_cites,h_index,i10_index,fields
https://scholar.google.com/citations?hl=en&user=5srGGBIAAAAJ,"""5srGGBIAAAAJ""",Erica A.H. Smithwick,"Distinguished Professor of Geography, The Pennsylvania State University",4927,34,54,"landscape ecology, fire ecology, climate change, ecosystem ecology, soil biogeochemistry"
https://scholar.google.com/citations?hl=en&user=xJqCzqgAAAAJ,"""xJqCzqgAAAAJ""",paola mairota,"ricercatore, università di Bari",4907,22,28,"ecology, landscape ecology, remote sensing"
https://scholar.google.com/citations?hl=en&user=_W7fxPMAAAAJ,"""_W7fxPMAAAAJ""",Christoph F.J. Meyer,"Associate Professor in Global Ecology & Conservation, University of Salford, UK",4895,36,62,"Bat ecology, habitat fragmentation, tropical ecology, landscape ecology, conservation biology"
https://scholar.google.com/citations?hl=en&user=IFPlVhcAAAAJ,"""IFPlVhcAAAAJ""",Tomáš Václavík,Palacky University Olomouc,4883,31,47,"Landscape Ecology, Biogeography, Species Distribution Modelling, Land Use, Ecosystem Services"
https://scholar.google.com/citations?hl=en&user=qDUBrUMAAAAJ,"""qDUBrUMAAAAJ""",Iryna Dronova,University of California Berkeley,4864,33,58,"remote sensing, landscape ecology, wetlands, urbanization, coupled human-nature systems"
https://scholar.google.com/citations?hl=en&user=22hTHfAAAAAJ,"""22hTHfAAAAAJ""",Claire C. Vos,"Senior Scientist Landscape Ecology, Alterra Wageningen UR",4840,30,50,"Landscape Ecology, Climate change, Planning"
https://scholar.google.com/citations?hl=en&user=LLJIuUoAAAAJ,"""LLJIuUoAAAAJ""",IRENE PETROSILLO,"Associate Professor of Ecology, DISTEBA, Università del Salento",4827,39,63,"Landscape Ecology, Ecosystem services, Environmental Risk Assessment, Multiscale Assessment, Environmental Management"
https://scholar.google.com/citations?hl=en&user=yVWBfU4AAAAJ,"""yVWBfU4AAAAJ""",Jonathan R. Thompson,"Senior Ecologist, Harvard Forest",4819,39,71,"forestry, ecology, forest ecology, landscape ecology, conservation biology"
https://scholar.google.com/citations?hl=en&user=QRpcnwkAAAAJ,"""QRpcnwkAAAAJ""","Garcia-Murillo, Pablo",Universidad de Sevilla,4805,26,70,"aquatic plants, plant conservation, plant taxonomy, plant distribution, landscape ecology"
https://scholar.google.com/citations?hl=en&user=mjtNMbgAAAAJ,"""mjtNMbgAAAAJ""",Kathy Zeller,"Aldo Leopold Wilderness Research Institute, Rocky Mountain Research Station, US Forest Service",4800,24,38,"Wildlife corridors, Wildlands, Movement Ecology, Landscape Ecology"
https://scholar.google.com/citations?hl=en&user=hYWa_bwAAAAJ,"""hYWa_bwAAAAJ""",Alexander Buyantuev,"Associate Professor, University at Albany SUNY",4797,28,40,"Physical Geography, Landscape Ecology, Urban Ecology, Remote Sensing"
https://scholar.google.com/citations?hl=en&user=R1rjZj0AAAAJ,"""R1rjZj0AAAAJ""",James D Forester,"Associate Professor of Fisheries, Wildlife, and Conservation Biology, University of Minnesota",4789,28,47,"Wildlife Ecology, Landscape Ecology, Ecology, Statistics"
https://scholar.google.com/citations?hl=en&user=hhZiG4UAAAAJ,"""hhZiG4UAAAAJ""",James Pryke,Stellenbosch University,4778,34,83,"Conservation Biology, Entomology, Landscape Ecology"
https://scholar.google.com/citations?hl=en&user=ely2gskAAAAJ,"""ely2gskAAAAJ""",X. Ben Wu,"Ecology and Conservation Biology, Texas A&M University",4778,41,85,"landscape ecology, ecology education"
https://scholar.google.com/citations?hl=en&user=1kAABEYAAAAJ,"""1kAABEYAAAAJ""",Mia Park,"Postdoctoral Research Fellow, North Dakota State University",4776,18,19,"community ecology, landscape ecology, pollinators, conservation, bees"
https://scholar.google.com/citations?hl=en&user=FhFuEywAAAAJ,"""FhFuEywAAAAJ""",Cristina Banks-Leite,"Reader, Imperial College London",4770,31,44,"Community Ecology, Landscape Ecology, Tropical Biology"
https://scholar.google.com/citations?hl=en&user=uLhGLjEAAAAJ,"""uLhGLjEAAAAJ""",Matthew Mitchell,"Assistant Professor, University of British Columbia",4760,24,32,"Landscape Ecology, Ecosystem Services"
https://scholar.google.com/citations?hl=en&user=rivoUu8AAAAJ,"""rivoUu8AAAAJ""",Sonya Dewi,"World Agroforestry Centre, ICRAF, cgiar",4731,32,73,"Agroforestry, Rural Livelihoods, Landscape Ecology"
https://scholar.google.com/citations?hl=en&user=gEmEYccAAAAJ,"""gEmEYccAAAAJ""",Brian Sturtevant,"Research Scientist, Northern Research Station, USDA Forest Service",4637,36,74,"landscape ecology, disturbance ecology, fire, insect disturbance, simulation modeling"
https://scholar.google.com/citations?hl=en&user=4OVXy7cAAAAJ,"""4OVXy7cAAAAJ""",Josep M (Pep) Serra-Diaz,"Botanical Institute of Barcelona (IBB), CISC-CMCNB & AgroParisTech",4621,30,51,"Plant Ecology, Climate change, Woodland Ecology, Landscape Ecology, Spatial Ecology"
https://scholar.google.com/citations?hl=en&user=W6VIJtIAAAAJ,"""W6VIJtIAAAAJ""",Duilio Iamonico,University of Rome Sapienza,4620,27,101,"Taxonomy and nomenclature of Plants, Plant sociology, Landscape Ecology, Environmental Planning"
https://scholar.google.com/citations?hl=en&user=XCETqj4AAAAJ,"""XCETqj4AAAAJ""",Yuichi Yamaura,"Shikoku Research Center, Forestry and Forest Products Research Institute",4604,31,81,"landscape ecology, conservation biology, forest management"
https://scholar.google.com/citations?hl=en&user=73r--RMAAAAJ,"""73r--RMAAAAJ""",Dr Damian Michael,"Associate Professor in Ecology and Herpetology, Gulbali Institute, Charles Sturt University",4588,40,95,"Landscape Ecology, Conservation Biology, Herpetology"
https://scholar.google.com/citations?hl=en&user=PkPjWskAAAAJ,"""PkPjWskAAAAJ""",Chunhua Zhang,"Department of Biology, Algoma University",4582,23,26,"Remote sensing applications, GIS, landscape ecology"
https://scholar.google.com/citations?hl=en&user=Bky6h2cAAAAJ,"""Bky6h2cAAAAJ""",Tsipe Aavik,"Associate Professor of Macroecology, Tartu University",4552,24,29,"plant ecology, conservation genetics, landscape ecology, landscape genetics, conservation biology"
https://scholar.google.com/citations?hl=en&user=zvcobIsAAAAJ,"""zvcobIsAAAAJ""",Paul Barber,"Director, Arbor Carbon. Adjunct Senior Lecturer, Murdoch University",4525,31,55,"Forest Pathology, Landscape Ecology, Remote Sensing, Environmental Monitoring, Conservation"
https://scholar.google.com/citations?hl=en&user=W8RyUMoAAAAJ,"""W8RyUMoAAAAJ""",Dietrich Schmidt-Vogt,"ICRAF, World Agroforestry Center, CGIAR",4523,32,56,"Landscape Ecology, Biodiversity Conservation, Natural Resources Management"
https://scholar.google.com/citations?hl=en&user=rJEmzi4AAAAJ,"""rJEmzi4AAAAJ""",Patrick Bourgeron,"Retired Senior Research Scientist, University of Colorado at Boulder",4511,32,57,"Ecosystem Management, Landscape Ecology, Social-Ecological Systems, Ecosystem Services"
https://scholar.google.com/citations?hl=en&user=PbIO3kEAAAAJ,"""PbIO3kEAAAAJ""",Nathan Schumaker,US EPA,4500,29,52,"Conservation Biology, Landscape Ecology"
https://scholar.google.com/citations?hl=en&user=ijZ34GIAAAAJ,"""ijZ34GIAAAAJ""",Michael B Ashcroft,Unknown affiliation,4474,27,40,"Topoclimatology, Microrefugia, Landscape Ecology, Ecological Modelling, Species Distribution Models"
https://scholar.google.com/citations?hl=en&user=H6i6i7QAAAAJ,"""H6i6i7QAAAAJ""",Philip K. Roche,"INRAE, UMR RECOVER",4442,38,61,"Ecology, Ecosystem Services, Nature Based Solutions, Landscape Ecology, Biodiversity"
https://scholar.google.com/citations?hl=en&user=zw_BB1YAAAAJ,"""zw_BB1YAAAAJ""",Jacqueline Loos,"Leuphana University, Faculty of Sustainability Science",4429,31,54,"Landscape Ecology, Sustainability Science, Biodiversity Conservation, Agriculture and Food Security"
https://scholar.google.com/citations?hl=en&user=3ZBdx88AAAAJ,"""3ZBdx88AAAAJ""",Anna Cord,"Professor of Agro-Ecological Modeling, University of Bonn",4382,32,53,"Landscape Ecology, Agroecosystems, Biodiversity, Ecosystem multifunctionality, Remote sensing"
https://scholar.google.com/citations?hl=en&user=b5UjGKoAAAAJ,"""b5UjGKoAAAAJ""",Nelly Rodriguez Eraso,"Profesora, Universidad Nacional de Colombia. Facultad de Ciencias",4367,25,41,"Landscape ecology, Biodiversity, Ecosystems, Land use change"
https://scholar.google.com/citations?hl=en&user=2Nz6MN0AAAAJ,"""2Nz6MN0AAAAJ""",Trina Rytwinski,"Research Scientist, Carleton University",4361,31,48,"Road ecology, landscape ecology, meta-analysis, evidence synthesis"
https://scholar.google.com/citations?hl=en&user=-haN0rgAAAAJ,"""-haN0rgAAAAJ""",Lubos Halada,"Senior researcher, Institute of Landscape Ecology SAS, Slovakia",4361,24,42,"biodiversity, grasslands, vegetation ecology, landscape ecology, ecosystem studies"
https://scholar.google.com/citations?hl=en&user=gK9bUwcAAAAJ,"""gK9bUwcAAAAJ""",Yi Zou,"Associate Professor, Xi'an Jiaotong-Liverpool University",4349,28,46,"Landscape Ecology, Forest Ecology, Agriculture Ecology, Insects, Biodiversity"
https://scholar.google.com/citations?hl=en&user=jyGRC6wAAAAJ,"""jyGRC6wAAAAJ""",Ioannis N. Vogiatzakis,"Professor, Open University of Cyprus",4338,30,64,"biodiversity conservation, landscape ecology, islands, mountains"
https://scholar.google.com/citations?hl=en&user=JTMWeZUAAAAJ,"""JTMWeZUAAAAJ""",Uta Schirpke,Eurac Research - Institute for Alpine Environment,4319,35,64,"ecosystem services, landscape ecology, spatial modelling, human-nature interactions"
https://scholar.google.com/citations?hl=en&user=sCVO4UEAAAAJ,"""sCVO4UEAAAAJ""",Professor Abdolrassoul Salmanmahiny,Gorgan University of Agricultural Sciences and Natural Resources,4319,33,86,"Land Use Planning, Spatial Optimization, Urban Modeling, Landscape Ecology"
https://scholar.google.com/citations?hl=en&user=qlaN2UoAAAAJ,"""qlaN2UoAAAAJ""",David Bruce Lewis,"Associate Professor, Dept of Integrative Biology, University of South Florida",4314,30,47,"ecosystem ecology, biogeochemistry, landscape ecology, human-environment interactions, ecohydrology"
https://scholar.google.com/citations?hl=en&user=kKjXsk8AAAAJ,"""kKjXsk8AAAAJ""",Yolanda Wiersma,Memorial University,4290,33,66,"landscape ecology, boreal ecology"
https://scholar.google.com/citations?hl=en&user=4TU-1fQAAAAJ,"""4TU-1fQAAAAJ""",Ricardo Dobrovolski,Universidade Federal da  Bahia,4272,27,38,"Macroecology, Biogeography, Conservation Biology, Landscape Ecology"
https://scholar.google.com/citations?hl=en&user=iwrn46sAAAAJ,"""iwrn46sAAAAJ""",Roy E . Plotnick,"Professor Emeritus, Earth and Environmental Sciences, University of Illinois at Chicago",4241,31,59,"Paleontology, landscape ecology"
https://scholar.google.com/citations?hl=en&user=TIvEczoAAAAJ,"""TIvEczoAAAAJ""",Javier Godar,Researcher at Stockholm Environment Institute (SEI),4238,25,29,"Social-ecological systems, GIS, landscape ecology, Amazon, remote-sensing"
https://scholar.google.com/citations?hl=en&user=QGGQpNsAAAAJ,"""QGGQpNsAAAAJ""",Jodi Hilty,Yellowstone to Yukon Conservation Initiative,4237,22,35,"landscape ecology, conservation biology, corridor ecology, wildlife biology"
https://scholar.google.com/citations?hl=en&user=WC4nhacAAAAJ,"""WC4nhacAAAAJ""",Ulrich Walz,Dresden University of Applied Sciences - Faculty of Agriculture/Environment/Chemistry,4221,25,68,"landscape ecology, geoinformatics, landscape change, indicators, ecossystem services"
https://scholar.google.com/citations?hl=en&user=wIlOgNcAAAAJ,"""wIlOgNcAAAAJ""","Jelinski, D. E.","Laboratory for Landscape and Wildlife Ecology, University of Victoria, Victoria, BC",4158,24,36,"Landscape ecology, wildlife ecology, biogeography"
https://scholar.google.com/citations?hl=en&user=6xPFMkAAAAAJ,"""6xPFMkAAAAAJ""",Ricardo G César,University of São Paulo,4166,23,32,"Restoration Ecology, Ecological Restoration, Forest Succession, Landscape Ecology, Forest Landscape Restoration"
https://scholar.google.com/citations?hl=en&user=fJ617ggAAAAJ,"""fJ617ggAAAAJ""",Trisha Gopalakrishna,University of Exeter,4155,11,12,"Conservation Biology, Landscape Ecology, Tropical Ecology, GIS, Remote Sensing"
https://scholar.google.com/citations?hl=en&user=SfTK73IAAAAJ,"""SfTK73IAAAAJ""",António Mira,University of Évora,4144,35,95,"Conservation Biology, Zoology, Landscape Ecology, Population Biology"
https://scholar.google.com/citations?hl=en&user=WHmwSxUAAAAJ,"""WHmwSxUAAAAJ""",Audrey Mayer,Adjunct Professor of Ecology and Environmental Policy,4112,37,62,"Landscape Ecology, Sustainability Science, Environmental Policy, Information Theory"
https://scholar.google.com/citations?hl=en&user=qa-Dz6QAAAAJ,"""qa-Dz6QAAAAJ""",Martin Jung,Senior Research scholar at IIASA,4103,20,29,"Macroecology, Conservation Biology, Systematic Conservation planning, Landscape ecology, Nexus"
https://scholar.google.com/citations?hl=en&user=GNHXlBoAAAAJ,"""GNHXlBoAAAAJ""",Robert L. Schooley,"Professor of Wildlife Ecology and Conservation, University of Illinois",4091,36,67,"Conservation Biology, Landscape Ecology, Restoration Ecology, Mammalogy"
https://scholar.google.com/citations?hl=en&user=XtrsOW8AAAAJ,"""XtrsOW8AAAAJ""",Ricardo Rocha,"Associate Professor in Conservation Science, Department of Biology, Univ. of Oxford",4077,34,76,"Conservation Science, Landscape Ecology, Tropical Ecology, Island Conservation"
https://scholar.google.com/citations?hl=en&user=H1QNP7rdrUEC,"""H1QNP7rdrUEC""",Laura Warman,Advancing Research Worldwide,4073,11,11,"Rainforest ecology, landscape ecology, vegetation dynamics, plant-animal interaction"
https://scholar.google.com/citations?hl=en&user=t0qfpw8AAAAJ,"""t0qfpw8AAAAJ""",Kinga Öllerer,"Institute of Biology Bucharest, Romanian Academy; HUN-REN Centre for Ecological Research, Hungary",4072,26,51,"landscape ecology, traditional practices, biodiversity, conservation biology"
https://scholar.google.com/citations?hl=en&user=4YaV0P0AAAAJ,"""4YaV0P0AAAAJ""",Kevin E. Doherty,U.S. Forest Service,4055,34,51,"Conservation Biology, Landscape Ecology, Grasslands, Sagebrush, Conservation Planning"
https://scholar.google.com/citations?hl=en&user=s9wL52oAAAAJ,"""s9wL52oAAAAJ""",Lilik Budi Prasetyo,"Professor of Landscape Ecology, IPB University",4051,30,114,"Remote Sensing, GIS, Landscape Ecology, Conservation Biology"
https://scholar.google.com/citations?hl=en&user=23kB13QAAAAJ,"""23kB13QAAAAJ""",Cornelius Senf,Professor at Technical University of Munich,4027,30,43,"Remote Sensing, Spatial Analysis, Landscape Ecology, Disturbance Ecology"
https://scholar.google.com/citations?hl=en&user=4_L8IhkAAAAJ,"""4_L8IhkAAAAJ""",Enrico Feoli,prof. of ecology University of Trieste,4011,33,99,"vegetation ecology, quantitative ecology, landscape ecology"
https://scholar.google.com/citations?hl=en&user=BSEMYWQAAAAJ,"""BSEMYWQAAAAJ""",Karen Ikin,The Australian National University,4010,34,51,"Landscape Ecology, Conservation Biology, Urban Ecology"
https://scholar.google.com/citations?hl=en&user=a8EXtVYAAAAJ,"""a8EXtVYAAAAJ""",Avi Bar-Massada,University of Haifa at Oranim,3995,30,51,"spatial ecology, landscape ecology, pyrogeography"
https://scholar.google.com/citations?hl=en&user=g4YHUAgAAAAJ,"""g4YHUAgAAAAJ""",Karen Beazley,"Professor of Resource and Environmental Studies, Dalhousie University",3958,27,48,"Conservation Biology, Landscape Ecology, Road Ecology"
https://scholar.google.com/citations?hl=en&user=ZI-M1d8AAAAJ,"""ZI-M1d8AAAAJ""",Ari Nikula,"Senior scientist, Natural Resources Institute Finland (Luke)",3937,35,65,"landscape ecology, forest pests, habitat modelling, moose, forestry"
https://scholar.google.com/citations?hl=en&user=hmPk8yMAAAAJ,"""hmPk8yMAAAAJ""",James D.A. Millington,"Reader in Landscape Ecology, Department of Geography, King's College London",3926,31,52,"landscape ecology, environmental geography, fire, land use/cover change, agent-based modelling"
https://scholar.google.com/citations?hl=en&user=CE8lFmoAAAAJ,"""CE8lFmoAAAAJ""",Juan P. González-Varo,"Ramón y Cajal Fellow, Universidad de Cádiz",3903,30,42,"Landscape Ecology, Habitat Fragmentation, Pollination, Frugivory, Seed Dispersal"
https://scholar.google.com/citations?hl=en&user=f1HTteYAAAAJ,"""f1HTteYAAAAJ""",Jennifer J. Swenson,Associate Professor William & Mary,3903,32,45,"landscape ecology, remote sensing, biodiversity"
https://scholar.google.com/citations?hl=en&user=7t0uFMgAAAAJ,"""7t0uFMgAAAAJ""",Alejandro C. Costamagna,"Professor, Department of Entomology, University of Manitoba, Canada",3896,26,39,"Entomology, Insect Ecology, Biological Control, Landscape Ecology"
https://scholar.google.com/citations?hl=en&user=mJ3xstEAAAAJ,"""mJ3xstEAAAAJ""",Michael DeMers,New Mexico State University,3871,21,26,"geographic information systems, geographic education, landscape ecology"
https://scholar.google.com/citations?hl=en&user=sVjcd2MAAAAJ,"""sVjcd2MAAAAJ""",Ângela Lomba,Centro de Investigação em Biodiversidade e Recursos Genéticos (CIBIO),3861,30,50,"Social-Ecological Systems, High Nature Value farmlands, Agro-biodiversity, Landscape Ecology"
https://scholar.google.com/citations?hl=en&user=nlEdV-QAAAAJ,"""nlEdV-QAAAAJ""",Rozely Ferreira dos Santos,"Professor, Applied Ecology, São Paulo University",3846,25,47,"Environmental Planning, Landscape Ecology, Ecosystem Services"
https://scholar.google.com/citations?hl=en&user=5U3JdwgAAAAJ,"""5U3JdwgAAAAJ""",Stefan Hotes,Chuo University,3844,26,35,"Landscape ecology, wetlands, socio-ecological systems, ecosystem services, science-policy interfaces"
https://scholar.google.com/citations?hl=en&user=34pc7IIAAAAJ,"""34pc7IIAAAAJ""",Robert S. Rempel,FERIT Environmental Consultants,3843,27,46,"Wildlife ecology, landscape ecology, birds, modelling"
https://scholar.google.com/citations?hl=en&user=Zxz3rLgAAAAJ,"""Zxz3rLgAAAAJ""",John Volpe,University of Victoria,3809,32,45,"Ecology of food and wine, Ecogastronomy, Aquaculture, Landscape Ecology"
https://scholar.google.com/citations?hl=en&user=X8Vr2BwAAAAJ,"""X8Vr2BwAAAAJ""",Andrés Holz,"Associate Professor, Department of Geography, Portland State University",3798,33,51,"Forest and Disturbance Ecology, Landscape Ecology, Biogeography, Climate Change Impacts"
https://scholar.google.com/citations?hl=en&user=mDuh4moAAAAJ,"""mDuh4moAAAAJ""",Emilio Padoa Schioppa,Università degli Studi di Milano-Bicocca,3795,38,57,"Ecology, Landscape Ecology, Biodiversity and Conservation"
https://scholar.google.com/citations?hl=en&user=8ZHbx5QAAAAJ,"""8ZHbx5QAAAAJ""",Sarah Boyle,Unknown affiliation,3793,21,32,"Ecology, Conservation Biology, Landscape Ecology, Remote Sensing, GIS"
https://scholar.google.com/citations?hl=en&user=OujMdHkAAAAJ,"""OujMdHkAAAAJ""",Prof. Dr. Tobias W. Donath,"Department of Landscape Ecology, Institute for Natural Resource Conservation, Kiel University",3793,29,62,"landscape ecology, vegetation ecology, plant ecology, restoration ecology"
https://scholar.google.com/citations?hl=en&user=8Aml7HMAAAAJ,"""8Aml7HMAAAAJ""",Richard Thackway,"Adjunct Associate Professor, Australian National University",3781,27,54,Landscape Ecology
https://scholar.google.com/citations?hl=en&user=iGK8GWYAAAAJ,"""iGK8GWYAAAAJ""",michela marignani,Università di Cagliari,3774,29,54,"plant ecology, landscape ecology, site prioritisation for biodiversity conservation"
https://scholar.google.com/citations?hl=en&user=Ad9ovSAAAAAJ,"""Ad9ovSAAAAAJ""",Gregorio I Gavier-Pizarro,Instituto de Fisiología y Recursos Genéticos Vegetales INTA,3769,33,47,"Landscape ecology, forest ecology, biodiversity, agroecosystems, biological invasion"
https://scholar.google.com/citations?hl=en&user=wsK7dxEAAAAJ,"""wsK7dxEAAAAJ""",Laurel G. Larsen,"Associate Professor, Depts. of Geography and Civil & Environmental Engineering, UC Berkeley",3765,35,50,"Hydrology, ecohydrology, landscape ecology, complex systems science, fluvial geomorphology"
https://scholar.google.com/citations?hl=en&user=av4JK4sAAAAJ,"""av4JK4sAAAAJ""",Annie Ouin,INP - E.N.S. Agronomique de Toulouse,3755,32,44,"landscape ecology, biodiversity, agroecology"
https://scholar.google.com/citations?hl=en&user=wSSvLcEAAAAJ,"""wSSvLcEAAAAJ""",Marc Deconchat,INRAE-Dynafor,3736,36,67,Landscape ecology
https://scholar.google.com/citations?hl=en&user=DHusKacAAAAJ,"""DHusKacAAAAJ""",Sarah E. Reed,"Associate Conservation Scientist, Wildlife Conservation Society",3728,32,54,"Conservation Biology, Landscape Ecology, Land Use Planning"
https://scholar.google.com/citations?hl=en&user=dj81xawAAAAJ,"""dj81xawAAAAJ""",Adam Hadley,"Faculty Research Associate, Oregon State University",3726,26,31,"Landscape Ecology, Forest Biodiversity Conservation, Animal Movement, Pollination, Behavioral Ecology"
https://scholar.google.com/citations?hl=en&user=-7h-4U4AAAAJ,"""-7h-4U4AAAAJ""",Mauricio Aguayo,"Associate Professor, Faculty of Environmental Sciences, University of Concepción",3723,29,46,"Land Use and Cover Change, Landscape Ecology, Biological Conservation"
https://scholar.google.com/citations?hl=en&user=e1J91LEAAAAJ,"""e1J91LEAAAAJ""",Elena Daniela Concepción Cuevas (ORCID: 0000-0002-6715-6902),"Museo Nacional de Ciencias Naturales, Consejo Superior de Investigaciones Científicas ROR: 02v6zg374",3706,20,29,"landscape ecology, macroecology, biodiversity conservation, urban ecology, rural development"
https://scholar.google.com/citations?hl=en&user=YYxg6lUAAAAJ,"""YYxg6lUAAAAJ""",Michael W. Strohbach,"Technische Universität Braunschweig, Institute of Geoecology, Braunschweig, Germany",3689,23,27,"Urban Ecology, Coupled Human and Natural Systems, Landscape Ecology, Biogeography"
https://scholar.google.com/citations?hl=en&user=EmqXp_wAAAAJ,"""EmqXp_wAAAAJ""",Bergès Laurent,"UR LESSEM, INRAE Grenoble",3680,30,46,"historical ecology, landscape ecology, connectivity conservation, forest ecology, biodiversity"
https://scholar.google.com/citations?hl=en&user=bSP1J5MAAAAJ,"""bSP1J5MAAAAJ""",Guy Castley,"Associate Professor, Centre for Planetary Health and Food Security",3668,30,58,"Conservation Science, Landscape Ecology, Protected Areas, Ecotourism, Urban Ecology"
https://scholar.google.com/citations?hl=en&user=kBxb-nkAAAAJ,"""kBxb-nkAAAAJ""",junjiro negishi,hokkaido university,3635,31,56,"river ecology, landscape ecology, hydrology"
https://scholar.google.com/citations?hl=en&user=36bV8_8AAAAJ,"""36bV8_8AAAAJ""",Nicola Clerici,"Professor, Universidad del Rosario, Facultad de Ciencias Naturales",3634,26,41,"Landscape Ecology, Remote Sensing, Ecosystem Services, Deforestation, Conservation ecology"
https://scholar.google.com/citations?hl=en&user=kKegojoAAAAJ,"""kKegojoAAAAJ""",Kevin J. Gutzwiller,"Professor Emeritus, Department of Biology, Baylor University",3614,32,49,"Landscape Ecology, Habitat Evaluation, Wildland Recreation Ecology, Statistical Predictive Modeling"
https://scholar.google.com/citations?hl=en&user=B5jsoP0AAAAJ,"""B5jsoP0AAAAJ""",Sofia Bajocco,Council for Agricultural Research and Economics (CREA) - Centre for Agriculture and Environment,3614,31,58,"landscape ecology, vegetation phenology, fire ecology, land use/land cover change, remote sensing"
https://scholar.google.com/citations?hl=en&user=1dRj9L4AAAAJ,"""1dRj9L4AAAAJ""",Mark Dixon,"Professor of Biology, University of South Dakota",3590,29,46,"landscape ecology, riparian ecosystems, plant ecology, avian ecology"
https://scholar.google.com/citations?hl=en&user=0hbI23oAAAAJ,"""0hbI23oAAAAJ""",Hugh Robinson,"Panthera.  Wildlife Biology Program, University of Montana.",3580,36,46,"Landscape Ecology, Conservation Biology"
https://scholar.google.com/citations?hl=en&user=0njFnCkAAAAJ,"""0njFnCkAAAAJ""",Esa Huhta,"Researcher  Natural Resources Institute Finland (Luke), Luonnonvarakeskus",3576,32,53,"ecology, conservation biology, sustainability, landscape ecology"
https://scholar.google.com/citations?hl=en&user=zUdsPAsAAAAJ,"""zUdsPAsAAAAJ""",Abdul Qadir,"College of Earth & Environmental Sciences, University of  the Punjab",3571,28,72,"Ecotoxicology, Plastic Pollution, Environmental Biology, Landscape Ecology, Climate Change"
https://scholar.google.com/citations?hl=en&user=mKcd7VoAAAAJ,"""mKcd7VoAAAAJ""",Johannes Kamp,"Department of Conservation Biology, University of Göttingen",3565,31,61,"Conservation Science, Landscape Ecology, Biodiversity monitoring, Land System Science"
https://scholar.google.com/citations?hl=en&user=xcbS3NMAAAAJ,"""xcbS3NMAAAAJ""",Peter Goodman,Independent Ecologist,3543,27,48,"Conservation Biology, Wildlife Ecology, Landscape Ecology, Plant Ecology, Management Effective Assessment"
https://scholar.google.com/citations?hl=en&user=TJp_lvwAAAAJ,"""TJp_lvwAAAAJ""",aat barendregt,"assistant professor environmental sciences, Utrecht University",3541,31,54,landscape-ecology
https://scholar.google.com/citations?hl=en&user=y0Z4P8YAAAAJ,"""y0Z4P8YAAAAJ""",Mounir Louhaichi,Team Leader (ICARDA - CGIAR),3533,25,56,"Landscape ecology, climate change, biodiversity, restoration, agro-silvopasture"
https://scholar.google.com/citations?hl=en&user=NLrsbcAAAAAJ,"""NLrsbcAAAAAJ""",Matteo Garbarino,"Associate Professor, Dept. DISAFA, Università di Torino, IT",3514,37,63,"Landscape Ecology, Forest Ecology"
https://scholar.google.com/citations?hl=en&user=5WrRcTMAAAAJ,"""5WrRcTMAAAAJ""",Amy E. Frazier,"Dangermond Chair in Conservation Science, UCSB",3514,31,59,"GIScience, remote sensing, landscape ecology, conservation"
https://scholar.google.com/citations?hl=en&user=gX4CLQMAAAAJ,"""gX4CLQMAAAAJ""",Jason Pither,"Associate Professor, Department of Biology, UBC Okanagan",3500,25,40,"Biodiversity, community ecology, landscape ecology, biogeography, macroecology"
https://scholar.google.com/citations?hl=en&user=xJK5gVMAAAAJ,"""xJK5gVMAAAAJ""",Jeanine Rhemtulla,"Associate Professor, Dept. Forest & Conservation Sciences, University of British Columbia",3494,32,41,"Landscape ecology, Historical ecology, Restoration ecology, Ecosystem services, Socio-ecological systems"
https://scholar.google.com/citations?hl=en&user=yo2C2L0AAAAJ,"""yo2C2L0AAAAJ""",Christine B. Schmitt,"Physical Geography with a focus on Human-Environment Research, University of Passau, Germany",3493,28,41,"landscape ecology, vegetation geography, forests, biodiversity conservation"
https://scholar.google.com/citations?hl=en&user=_ZsX0NAAAAAJ,"""_ZsX0NAAAAAJ""",Fernanda Michalski,Universidade Federal do Amapa,3463,29,54,"Conservation Biology, Landscape Ecology, Human-wildlife conflicts"
https://scholar.google.com/citations?hl=en&user=EaEz3uQAAAAJ,"""EaEz3uQAAAAJ""",Pierre Vernier,University of Alberta,3462,8,7,Landscape ecology
https://scholar.google.com/citations?hl=en&user=IPodHyAAAAAJ,"""IPodHyAAAAAJ""",Dr Petina L. Pert,Research Scientist/Spatial Analyst of CSIRO Land and Water,3439,31,49,"Ecology, GIS, landscape ecology, conservation biology, ecosystem services"
https://scholar.google.com/citations?hl=en&user=wPqz9vEAAAAJ,"""wPqz9vEAAAAJ""",R. D. Ramsey,Utah State University,3434,30,57,"Remote Sensing, GIS, landscape ecology"
https://scholar.google.com/citations?hl=en&user=Bv5PXr8AAAAJ,"""Bv5PXr8AAAAJ""",Hariyo t. Wibisono,"Department of Entomology and Wildlife Ecology, University of Delaware",3431,18,22,"Wild Cats, Carnivores, Large Mammals, Landscape Ecology, Capacity Building"
https://scholar.google.com/citations?hl=en&user=5j05pLMAAAAJ,"""5j05pLMAAAAJ""",Garrett Meigs,Washington State Department of Natural Resources,3422,27,32,"forest disturbance ecology, landscape ecology, remote sensing, forest health management, ecosystem services"
https://scholar.google.com/citations?hl=en&user=EiBX_JsAAAAJ,"""EiBX_JsAAAAJ""",Lauren Yeager,University of Texas Austin Marine Science Institute,3418,24,34,"Landscape ecology, macroecolgy, marine ecology, food webs"
